"Timestamp","How.would.you.rate.your.level.of.experience.using.R.","What.is.the.highest.degree.or.level.of.school.you.have.completed..If.currently.enrolled..please.use.the.highest.degree.received.","In.what.country.do.you.currently.reside.","What.industry.do.you.work.or.participate.in.","How.many.people.in.your.organization.or.work.group.do.you.feel.that.you.can.ask.for.help.or.support.when.working.with.R."
"12/15/2019 11:07:01","Intermediate","Doctorate","United States of America","Education",2
"12/15/2019 11:12:53","Intermediate","Doctorate","United States of America","Arts and Entertainment",10
"12/15/2019 11:40:29","Intermediate","Doctorate","United States of America","Research",0
"12/15/2019 12:00:46","Intermediate","Doctorate","United States of America","Government Services (Federal, State, or Local)",4
"12/15/2019 12:28:26","Intermediate","Doctorate","United States of America","Research",0
"12/15/2019 12:48:47","Intermediate","Doctorate","United States of America","Education",0
"12/15/2019 13:14:14","Intermediate","Doctorate","United States of America","Education",2
"12/15/2019 14:14:24","Intermediate","Doctorate","United States of America","Education",2
"12/15/2019 15:01:41","Intermediate","Doctorate","United States of America","Education",5
"12/15/2019 15:05:25","Intermediate","Doctorate","United States of America","Education",0
"12/15/2019 16:03:21","Intermediate","Doctorate","United States of America","Education",4
"12/15/2019 17:05:47","Intermediate","Doctorate","United States of America","Research",1
"12/15/2019 18:37:57","Intermediate","Doctorate","United States of America","Education",4
"12/15/2019 20:11:03","Intermediate","Doctorate","United States of America","Research",2
"12/16/2019 0:02:10","Intermediate","Doctorate","United States of America","Research",2
"12/16/2019 0:06:07","Intermediate","Doctorate","United States of America","Financial Services and Activities",0
"12/16/2019 0:21:22","Intermediate","Doctorate","United States of America","Education",2
"12/16/2019 11:44:26","Intermediate","Doctorate","United States of America","Information Technologies",3
"12/16/2019 14:28:51","Intermediate","Doctorate","United States of America","Information Technologies",100
"12/16/2019 16:06:19","Intermediate","Doctorate","United States of America","Education",0
"12/18/2019 9:30:41","Intermediate","Doctorate","United States of America","Health Care and Medicine",
"12/18/2019 9:33:49","Intermediate","Doctorate","United States of America","Research",2
"12/18/2019 9:35:44","Intermediate","Doctorate","United States of America","Education",5
"12/18/2019 9:49:00","Intermediate","Doctorate","United States of America","Education",10
"12/18/2019 10:04:53","Intermediate","Doctorate","United States of America","Research",10
"12/18/2019 11:24:24","Intermediate","Doctorate","United States of America","Education",
"12/18/2019 13:18:03","Intermediate","Doctorate","United States of America","Education",3
"12/18/2019 15:28:39","Intermediate","Doctorate","United States of America","retired research scientist",
"12/18/2019 16:34:17","Intermediate","Doctorate","United States of America","Information Technologies",3
"12/18/2019 18:10:48","Intermediate","Doctorate","United States of America","Government Services (Federal, State, or Local)",2
"12/18/2019 20:25:50","Intermediate","Doctorate","United States of America","Education",0
"12/19/2019 9:53:07","Intermediate","Doctorate","United States of America","Education",0
"12/19/2019 14:53:40","Intermediate","Doctorate","United States of America","Information Technologies",0
"12/20/2019 13:49:03","Intermediate","Doctorate","United States of America","Research",4
"12/20/2019 14:05:08","Intermediate","Doctorate","United States of America","Education",2
"12/21/2019 11:47:08","Intermediate","Doctorate","United States of America","Natural Resources and Mining",0
"12/23/2019 20:50:26","Intermediate","Doctorate","United States of America","Health Care and Medicine",1
"12/24/2019 1:01:34","Intermediate","Doctorate","United States of America","Health Care and Medicine",0
"12/24/2019 8:12:23","Intermediate","Doctorate","United States of America","Education",4
"12/28/2019 14:08:39","Intermediate","Doctorate","United States of America","Education",0
"12/29/2019 4:53:12","Intermediate","Doctorate","United States of America","Health Care and Medicine",
"12/29/2019 13:23:20","Intermediate","Doctorate","United States of America","Research",0
"12/29/2019 14:23:48","Intermediate","Doctorate","United States of America","Government Services (Federal, State, or Local)",4
"12/29/2019 14:25:31","Intermediate","Doctorate","United States of America","Research",0
"12/29/2019 15:15:04","Intermediate","Doctorate","United States of America","Education",1
"12/29/2019 20:27:30","Intermediate","Doctorate","United States of America","Financial Services and Activities",15
"12/30/2019 17:18:59","Intermediate","Doctorate","United States of America","Information Technologies",1000
"12/30/2019 17:19:54","Intermediate","Doctorate","United States of America","Manufacturing",10
"12/30/2019 17:21:38","Intermediate","Doctorate","United States of America","Research",5
"12/30/2019 17:28:28","Intermediate","Doctorate","United States of America","Research",4
"12/30/2019 17:31:33","Intermediate","Doctorate","United States of America","Research",2
"12/30/2019 17:35:14","Intermediate","Doctorate","United States of America","Information Technologies",2
"12/30/2019 17:42:02","Intermediate","Doctorate","United States of America","Research",2
"12/30/2019 17:43:51","Intermediate","Doctorate","United States of America","Research",3
"12/30/2019 17:45:53","Intermediate","Doctorate","United States of America","Health Care and Medicine",2
"12/30/2019 17:47:59","Intermediate","Doctorate","United States of America","Research",1
"12/30/2019 18:02:34","Intermediate","Doctorate","United States of America","Education",0
"12/30/2019 18:07:00","Intermediate","Doctorate","United States of America","Not Employed",0
"12/30/2019 18:08:31","Intermediate","Doctorate","United States of America","Manufacturing",1
"12/30/2019 18:19:58","Intermediate","Doctorate","United States of America","Research",50
"12/30/2019 18:35:31","Intermediate","Doctorate","United States of America","Research",0
"12/30/2019 18:44:29","Intermediate","Doctorate","United States of America","Health Care and Medicine",0
"12/30/2019 18:56:20","Intermediate","Doctorate","United States of America","Government Services (Federal, State, or Local)",3
"12/30/2019 18:57:15","Intermediate","Doctorate","United States of America","Research",3
"12/30/2019 19:01:06","Intermediate","Doctorate","United States of America","Education",0
"12/30/2019 19:32:34","Intermediate","Doctorate","United States of America","Education",1
"12/30/2019 19:36:29","Intermediate","Doctorate","United States of America","Education",2
"12/30/2019 19:46:49","Intermediate","Doctorate","United States of America","Education",0
"12/30/2019 20:12:05","Intermediate","Doctorate","United States of America","Research",2
"12/30/2019 20:47:28","Intermediate","Doctorate","United States of America","Health Care and Medicine",50
"12/30/2019 21:03:39","Intermediate","Doctorate","United States of America","Arts and Entertainment",5
"12/30/2019 21:07:29","Intermediate","Doctorate","United States of America","Education",1
"12/30/2019 21:41:22","Intermediate","Doctorate","United States of America","Research",40
"12/30/2019 21:42:38","Intermediate","Doctorate","United States of America","Education",1
"12/30/2019 21:43:22","Intermediate","Doctorate","United States of America","Research",1
"12/30/2019 22:33:40","Intermediate","Doctorate","United States of America","Education",2
"12/30/2019 22:50:35","Intermediate","Doctorate","United States of America","Health Care and Medicine",2
"12/30/2019 22:56:50","Intermediate","Doctorate","United States of America","Education",1
"12/30/2019 23:02:20","Intermediate","Doctorate","United States of America","Financial Services and Activities",
"12/31/2019 0:12:33","Intermediate","Doctorate","United States of America","Research",
"12/31/2019 0:38:00","Intermediate","Doctorate","United States of America","Education",3
"12/31/2019 7:44:54","Intermediate","Doctorate","United States of America","Education",0
"12/31/2019 8:34:00","Intermediate","Doctorate","United States of America","Insurance",0
"12/31/2019 8:39:44","Intermediate","Doctorate","United States of America","Education",4
"12/31/2019 8:40:50","Intermediate","Doctorate","United States of America","Government Services (Federal, State, or Local)",2
"12/31/2019 8:56:35","Intermediate","Doctorate","United States of America","Education",0
"12/31/2019 9:18:50","Intermediate","Doctorate","United States of America","Education",2
"12/31/2019 9:23:47","Intermediate","Doctorate","United States of America","Education",5
"12/31/2019 9:37:35","Intermediate","Doctorate","United States of America","Government Services (Federal, State, or Local)",3
"12/31/2019 10:18:05","Intermediate","Doctorate","United States of America","Education",2
"12/31/2019 10:18:15","Intermediate","Doctorate","United States of America","Education",2
"12/31/2019 10:45:30","Intermediate","Doctorate","United States of America","Research",2
"12/31/2019 11:26:30","Intermediate","Doctorate","United States of America","Education",5
"12/31/2019 11:26:33","Intermediate","Doctorate","United States of America","Education",30
"12/31/2019 11:36:44","Intermediate","Doctorate","United States of America","Research",0
"12/31/2019 12:02:53","Intermediate","Doctorate","United States of America","Education",8
"12/31/2019 14:37:21","Intermediate","Doctorate","United States of America","Education",0
"12/31/2019 14:41:37","Intermediate","Doctorate","United States of America","Health Care and Medicine",10
"12/31/2019 15:05:23","Intermediate","Doctorate","United States of America","Health Care and Medicine",10
"12/31/2019 15:29:20","Intermediate","Doctorate","United States of America","Utilities",2
"12/31/2019 15:29:40","Intermediate","Doctorate","United States of America","Research",0
"12/31/2019 18:44:37","Intermediate","Doctorate","United States of America","Research",2
"12/31/2019 19:05:50","Intermediate","Doctorate","United States of America","Education",10
"12/31/2019 19:28:05","Intermediate","Doctorate","United States of America","Research",15
"01/01/2020 08:48","Intermediate","Doctorate","United States of America","Education",2
"01/01/2020 23:44","Intermediate","Doctorate","United States of America","Education",1
"01/01/2020 23:44","Intermediate","Doctorate","United States of America","Research",25
"01/03/2020 12:35","Intermediate","Doctorate","United States of America","Education",0
"01/03/2020 12:37","Intermediate","Doctorate","United States of America","Research",0
"01/03/2020 12:50","Intermediate","Doctorate","United States of America","Research",2
"01/03/2020 20:36","Intermediate","Doctorate","United States of America","Health Care and Medicine",10
"01/06/2020 18:21","Intermediate","Doctorate","United States of America","Research",2
"12/31/2019 1:13:30","Intermediate","Doctorate","Uruguay","Research",3
"12/18/2019 9:44:24","Beginner","Doctorate","","Education",0
"12/19/2019 2:21:35","Beginner","Doctorate","","Education",0
"12/31/2019 17:09:56","Beginner","Doctorate","","Research",1
"12/18/2019 4:45:41","Expert","Doctorate","","Financial Services and Activities",0
"12/19/2019 12:00:36","Expert","Doctorate","","Research",10
"12/19/2019 23:51:43","Expert","Doctorate","","Manufacturing",0
"12/23/2019 20:55:01","Expert","Doctorate","","Education",
"12/30/2019 17:54:01","Expert","Doctorate","","Information Technologies",3
"12/30/2019 18:32:18","Expert","Doctorate","","Professional and Business Services",6
"12/30/2019 20:10:43","Expert","Doctorate","","Research",3
"12/31/2019 0:30:59","Expert","Doctorate","","Education",5
"12/31/2019 2:23:05","Expert","Doctorate","","Research",5
"12/31/2019 3:43:29","Expert","Doctorate","","Information Technologies",3
"12/31/2019 9:47:42","Expert","Doctorate","","Education",2
"12/13/2019 10:32:45","Intermediate","Doctorate","","Education",1
"12/15/2019 11:38:39","Intermediate","Doctorate","","Research",1
"12/15/2019 11:45:43","Intermediate","Doctorate","","Research",1
"12/15/2019 16:30:43","Intermediate","Doctorate","","Financial Services and Activities",
"12/15/2019 20:18:09","Intermediate","Doctorate","","Health Care and Medicine",0
"12/15/2019 22:32:16","Intermediate","Doctorate","","Retired",0
"12/16/2019 21:06:12","Intermediate","Doctorate","","Education",3
"12/20/2019 1:22:15","Intermediate","Doctorate","","Health Care and Medicine",7
"12/23/2019 5:51:28","Intermediate","Doctorate","","Research",5
"12/24/2019 1:10:09","Intermediate","Doctorate","","Education",
"12/30/2019 12:47:35","Intermediate","Doctorate","","Health Care and Medicine",2
"12/30/2019 17:35:03","Intermediate","Doctorate","","Education",20
"12/31/2019 1:21:25","Intermediate","Doctorate","","Research",3
"12/31/2019 7:23:28","Intermediate","Doctorate","","Education",2
"12/31/2019 7:25:32","Intermediate","Doctorate","","",
"12/31/2019 9:05:34","Intermediate","Doctorate","","Research",2
"01/02/2020 13:56","Intermediate","Doctorate","","Research",0
"01/04/2020 14:24","Intermediate","Doctorate","","Health Care and Medicine",0
"01/07/2020 07:09","Intermediate","Doctorate","","Research",2
"12/30/2019 19:38:21","Intermediate","Master's degree","Afghanistan","Research",2
"12/15/2019 12:32:50","Beginner","Master's degree","Algeria","Financial Services and Activities",0
"12/15/2019 12:36:12","Beginner","Master's degree","Algeria","Accommodation and Food Services",0
"12/16/2019 4:43:19","Beginner","Master's degree","Algeria","Education",1
"12/16/2019 11:14:03","Beginner","Master's degree","Algeria","Health Care and Medicine",
"12/16/2019 11:27:53","Beginner","Master's degree","Algeria","Education",4
"12/16/2019 15:33:32","Beginner","Master's degree","Algeria","Education",3
"12/15/2019 12:11:59","Expert","Master's degree","Algeria","Education",5
"12/15/2019 11:55:26","Intermediate","Master's degree","Algeria","Telecom",0
"12/15/2019 12:56:52","Intermediate","Master's degree","Algeria","Trade (Retail or Wholesale)",0
"12/15/2019 13:34:33","Intermediate","Master's degree","Algeria","Telecommunications",20
"12/15/2019 14:36:04","Intermediate","Master's degree","Algeria","Information Technologies",1000
"12/15/2019 17:59:00","Intermediate","Master's degree","Algeria","Transportation",2
"12/15/2019 19:04:30","Intermediate","Master's degree","Algeria","Transportation",4
"12/16/2019 2:52:07","Intermediate","Master's degree","Algeria","Manufacturing",0
"12/16/2019 9:28:59","Intermediate","Master's degree","Algeria","Information Technologies",1
"12/16/2019 10:33:23","Intermediate","Master's degree","Algeria","Data analytics start-up that I am founding",1
"12/18/2019 10:08:38","Intermediate","Master's degree","Andorra","Professional and Business Services",1
"12/19/2019 22:04:39","Expert","Master's degree","Argentina","Research",2
"12/30/2019 5:18:16","Intermediate","Master's degree","Armenia","Health Care and Medicine",5
"12/29/2019 17:50:19","Beginner","Master's degree","Australia","Government Services (Federal, State, or Local)",2
"12/17/2019 21:27:03","Expert","Master's degree","Australia","Research",2
"12/18/2019 16:22:18","Expert","Master's degree","Australia","Professional and Business Services",3
"12/19/2019 14:16:52","Expert","Master's degree","Australia","Financial Services and Activities",10
"12/20/2019 20:39:35","Expert","Master's degree","Australia","Research",2
"12/24/2019 4:32:09","Expert","Master's degree","Australia","Transportation",
"12/31/2019 19:24:30","Expert","Master's degree","Australia","Information Technologies",0
"12/31/2019 23:24:09","Expert","Master's degree","Australia","Health Care and Medicine",5
"12/18/2019 12:36:42","Intermediate","Master's degree","Australia","Research",0
"12/18/2019 16:26:01","Intermediate","Master's degree","Australia","Professional and Business Services",5
"12/30/2019 18:02:28","Intermediate","Master's degree","Australia","Natural Resources and Mining",0
"12/30/2019 23:44:20","Intermediate","Master's degree","Australia","Professional and Business Services",7
"12/31/2019 5:03:27","Intermediate","Master's degree","Australia","Government Services (Federal, State, or Local)",1
"12/20/2019 2:34:04","Expert","Master's degree","Austria","Natural Resources and Mining",15
"12/30/2019 17:47:46","Expert","Master's degree","Austria","Health Care and Medicine",0
"01/02/2020 01:16","Expert","Master's degree","Austria","Health Care and Medicine",200
"12/30/2019 4:01:25","Intermediate","Master's degree","Austria","Information Technologies",4
"12/31/2019 4:52:51","Intermediate","Master's degree","Austria","Research",0
"12/18/2019 17:19:45","Intermediate","Master's degree","Bangladesh","Research",0
"12/19/2019 3:10:31","Expert","Master's degree","Belarus","Information Technologies",1
"12/18/2019 11:10:00","Intermediate","Master's degree","Belgium","Information Technologies",5
"12/29/2019 12:39:30","Intermediate","Master's degree","Belgium","Trade (Retail or Wholesale)",0
"12/31/2019 19:28:59","Intermediate","Master's degree","Belgium","Professional and Business Services",0
"01/02/2020 07:34","Intermediate","Master's degree","Belgium","International Organization ",7
"12/18/2019 18:09:05","Beginner","Master's degree","Brazil","Financial Services and Activities",0
"01/03/2020 20:52","Beginner","Master's degree","Brazil","Education",0
"12/15/2019 6:37:18","Expert","Master's degree","Brazil","Information Technologies",0
"12/16/2019 8:36:18","Expert","Master's degree","Brazil","Government Services (Federal, State, or Local)",3
"12/18/2019 12:35:32","Expert","Master's degree","Brazil","Financial Services and Activities",10
"12/30/2019 17:21:50","Expert","Master's degree","Brazil","Education",10
"12/30/2019 17:33:53","Expert","Master's degree","Brazil","Government Services (Federal, State, or Local)",5
"12/31/2019 13:26:15","Expert","Master's degree","Brazil","Professional and Business Services",0
"01/03/2020 15:41","Expert","Master's degree","Brazil","Information Technologies",5
"12/14/2019 13:18:25","Intermediate","Master's degree","Brazil","Research",0
"12/15/2019 10:50:28","Intermediate","Master's degree","Brazil","Financial Services and Activities",0
"12/15/2019 10:55:16","Intermediate","Master's degree","Brazil","Aerospace",4
"12/15/2019 21:22:39","Intermediate","Master's degree","Brazil","Health Care and Medicine",0
"12/18/2019 10:24:16","Intermediate","Master's degree","Brazil","Information Technologies",0
"12/26/2019 20:53:10","Intermediate","Master's degree","Brazil","Financial Services and Activities",0
"12/30/2019 20:06:08","Intermediate","Master's degree","Brazil","Research",0
"01/03/2020 14:29","Intermediate","Master's degree","Brazil","Education",0
"12/14/2019 15:26:40","Beginner","Master's degree","Cameroon","Research",5
"12/18/2019 11:29:13","Beginner","Master's degree","Canada","Professional and Business Services",0
"12/31/2019 8:26:37","Beginner","Master's degree","Canada","Education",20
"12/14/2019 10:01:30","Expert","Master's degree","Canada","Research",
"12/16/2019 14:37:17","Expert","Master's degree","Canada","Information Technologies",5
"12/19/2019 20:11:48","Expert","Master's degree","Canada","Education",5
"12/30/2019 17:25:17","Expert","Master's degree","Canada","Research",0
"12/30/2019 18:06:32","Expert","Master's degree","Canada","Automotive",0
"12/30/2019 20:59:59","Expert","Master's degree","Canada","Information Technologies",1
"01/07/2020 10:14","Expert","Master's degree","Canada","Financial Services and Activities",5
"01/08/2020 12:14","Expert","Master's degree","Canada","Government Services (Federal, State, or Local)",4
"12/13/2019 19:13:04","Intermediate","Master's degree","Canada","Research",
"12/15/2019 11:09:29","Intermediate","Master's degree","Canada","Government Services (Federal, State, or Local)",1
"12/15/2019 23:01:05","Intermediate","Master's degree","Canada","Education",
"12/16/2019 9:43:10","Intermediate","Master's degree","Canada","Government Services (Federal, State, or Local)",10
"12/16/2019 14:28:58","Intermediate","Master's degree","Canada","Research",10
"12/17/2019 6:34:29","Intermediate","Master's degree","Canada","Education",5
"12/17/2019 15:43:31","Intermediate","Master's degree","Canada","Not Employed",5
"12/19/2019 11:52:27","Intermediate","Master's degree","Canada","Transportation",0
"12/19/2019 12:12:16","Intermediate","Master's degree","Canada","Research",10
"12/20/2019 14:36:26","Intermediate","Master's degree","Canada","Transportation",2
"12/27/2019 8:09:21","Intermediate","Master's degree","Canada","Agriculture and animal science",0
"12/29/2019 17:29:02","Intermediate","Master's degree","Canada","Education",4
"12/29/2019 19:08:00","Intermediate","Master's degree","Canada","Trade (Retail or Wholesale)",4
"12/30/2019 17:28:31","Intermediate","Master's degree","Canada","Research",2
"12/30/2019 21:27:31","Intermediate","Master's degree","Canada","Health Care and Medicine",1
"12/30/2019 23:41:02","Intermediate","Master's degree","Canada","Student",4
"12/30/2019 23:42:54","Intermediate","Master's degree","Canada","Research",1
"12/31/2019 3:27:37","Intermediate","Master's degree","Canada","Research",1
"12/31/2019 9:21:44","Intermediate","Master's degree","Canada","Professional and Business Services",2
"12/31/2019 11:56:48","Intermediate","Master's degree","Canada","Research",10
"12/31/2019 13:14:23","Intermediate","Master's degree","Canada","Utilities",0
"12/31/2019 16:57:03","Intermediate","Master's degree","Canada","Research",2
"01/03/2020 12:12","Intermediate","Master's degree","Canada","Government Services (Federal, State, or Local)",6
"12/31/2019 11:20:05","Expert","Master's degree","Chile","Information Technologies",5
"12/14/2019 15:18:55","Intermediate","Master's degree","Chile","Research",4
"12/23/2019 20:18:41","Expert","Master's degree","China","Information Technologies",1
"12/16/2019 21:29:13","Intermediate","Master's degree","China","Information Technologies",0
"12/30/2019 21:26:16","Beginner","Master's degree","Colombia","Financial Services and Activities",0
"12/18/2019 11:22:18","Expert","Master's degree","Colombia","Transportation",10
"12/18/2019 14:01:17","Expert","Master's degree","Colombia","Financial Services and Activities",7
"12/18/2019 14:32:30","Expert","Master's degree","Colombia","Financial Services and Activities",1
"12/19/2019 15:47:07","Expert","Master's degree","Colombia","Information Technologies",2
"12/18/2019 10:19:44","Intermediate","Master's degree","Colombia","Health Care and Medicine",
"12/18/2019 19:47:17","Intermediate","Master's degree","Colombia","Natural Resources and Mining",0
"12/30/2019 21:09:06","Intermediate","Master's degree","Colombia","Financial Services and Activities",3
"12/21/2019 8:52:25","None","Master's degree","Colombia","Natural Resources and Mining",3
"12/15/2019 7:50:14","Intermediate","Master's degree","Congo, Democratic Republic of the","Research",3
"12/30/2019 18:14:56","Intermediate","Master's degree","Cote d'Ivoire","Research",0
"12/21/2019 14:13:28","Intermediate","Master's degree","Croatia","Professional and Business Services",0
"12/30/2019 16:41:13","Intermediate","Master's degree","Croatia","Financial Services and Activities",1
"12/31/2019 12:43:46","Intermediate","Master's degree","Croatia","Information Technologies",0
"12/31/2019 1:06:45","Intermediate","Master's degree","Cyprus","Professional and Business Services",1
"12/19/2019 10:46:52","Beginner","Master's degree","Czech Republic","Research",4
"12/17/2019 17:23:02","Expert","Master's degree","Czech Republic","Information Technologies",
"12/18/2019 6:28:54","Expert","Master's degree","Czech Republic","Arts and Entertainment",1
"12/18/2019 13:53:41","Expert","Master's degree","Czech Republic","Information Technologies",3
"12/19/2019 4:21:00","Expert","Master's degree","Czech Republic","Information Technologies",5
"12/19/2019 16:02:50","Expert","Master's degree","Czech Republic","Utilities",1
"12/20/2019 12:38:30","Expert","Master's degree","Czech Republic","Any",0
"12/31/2019 5:08:46","Expert","Master's degree","Czech Republic","Energy",0
"12/17/2019 18:03:55","Intermediate","Master's degree","Czech Republic","Financial Services and Activities",20
"12/18/2019 15:09:55","Intermediate","Master's degree","Czech Republic","Financial Services and Activities",5
"12/18/2019 15:39:47","Intermediate","Master's degree","Czech Republic","Research",0
"12/20/2019 2:21:19","Intermediate","Master's degree","Czech Republic","Information Technologies",1
"12/22/2019 7:11:26","Intermediate","Master's degree","Czech Republic","Research",0
"12/30/2019 5:04:53","Intermediate","Master's degree","Czech Republic","Government Services (Federal, State, or Local)",0
"12/30/2019 7:13:18","Intermediate","Master's degree","Czech Republic","Education",1
"12/18/2019 10:12:30","Expert","Master's degree","Denmark","Not Employed",0
"12/22/2019 9:04:25","Expert","Master's degree","Denmark","Professional and Business Services",0
"01/01/2020 15:29","Expert","Master's degree","Denmark","Consulting",8
"12/13/2019 11:42:30","Intermediate","Master's degree","Denmark","Financial Services and Activities",0
"12/18/2019 9:46:31","Intermediate","Master's degree","Denmark","Financial Services and Activities",5
"12/18/2019 12:35:40","Intermediate","Master's degree","Denmark","Health Care and Medicine",1
"12/31/2019 2:52:23","Intermediate","Master's degree","Denmark","Research",3
"12/31/2019 7:51:45","Intermediate","Master's degree","Denmark","Research",1
"12/31/2019 9:13:24","Intermediate","Master's degree","Denmark","Health Care and Medicine",0
"12/31/2019 5:49:35","Intermediate","Master's degree","Dominican Republic","Insurance ",8
"12/31/2019 8:15:03","Intermediate","Master's degree","Dominican Republic","Financial Services and Activities",1
"12/15/2019 10:33:57","Expert","Master's degree","Egypt","Health Care and Medicine",0
"12/18/2019 14:03:39","Intermediate","Master's degree","El Salvador","Trade (Retail or Wholesale)",10
"12/31/2019 3:08:51","Beginner","Master's degree","Finland","Information Technologies",0
"12/19/2019 5:03:51","Expert","Master's degree","Finland","Research",0
"12/31/2019 3:23:48","Intermediate","Master's degree","Finland","Media",0
"01/02/2020 04:45","Intermediate","Master's degree","Finland","Digital Service Design",3
"12/18/2019 11:24:21","Beginner","Master's degree","France","Agrifood ",0
"12/30/2019 18:37:09","Beginner","Master's degree","France","Information Technologies",0
"12/14/2019 12:33:19","Expert","Master's degree","France","Financial Services and Activities",50
"12/19/2019 5:11:39","Expert","Master's degree","France","Government Services (Federal, State, or Local)",0
"12/19/2019 6:22:05","Expert","Master's degree","France","Research",
"12/24/2019 4:24:45","Expert","Master's degree","France","Information Technologies",15
"12/30/2019 19:36:57","Expert","Master's degree","France","Research",2
"12/31/2019 2:33:28","Expert","Master's degree","France","",6
"12/31/2019 2:53:13","Expert","Master's degree","France","Financial Services and Activities",1
"12/31/2019 4:03:18","Expert","Master's degree","France","Utilities",100
"12/31/2019 13:43:42","Expert","Master's degree","France","unemployment insurance",20
"01/03/2020 06:47","Expert","Master's degree","France","Government Services (Federal, State, or Local)",2
"12/14/2019 19:48:47","Intermediate","Master's degree","France","Not Employed",
"12/15/2019 10:52:27","Intermediate","Master's degree","France","Financial Services and Activities",1
"12/15/2019 13:49:03","Intermediate","Master's degree","France","Transportation",0
"12/15/2019 17:11:11","Intermediate","Master's degree","France","Utilities",1
"12/18/2019 16:27:00","Intermediate","Master's degree","France","Financial Services and Activities",0
"12/19/2019 3:08:11","Intermediate","Master's degree","France","Education",0
"12/19/2019 4:56:05","Intermediate","Master's degree","France","Research",2
"12/19/2019 9:09:57","Intermediate","Master's degree","France","Financial Services and Activities",2
"12/23/2019 17:59:16","Intermediate","Master's degree","France","Research",1
"12/31/2019 2:53:54","Intermediate","Master's degree","France","Research",10
"12/31/2019 3:32:43","Intermediate","Master's degree","France","Natural Resources and Mining",3
"12/31/2019 8:01:49","Intermediate","Master's degree","France","Professional and Business Services",2
"12/31/2019 9:08:56","Intermediate","Master's degree","France","Government Services (Federal, State, or Local)",1
"12/19/2019 12:17:24","Beginner","Master's degree","Germany","Transportation",
"12/15/2019 11:34:02","Expert","Master's degree","Germany","Consulting",0
"12/16/2019 4:49:05","Expert","Master's degree","Germany","Research",
"12/17/2019 16:23:31","Expert","Master's degree","Germany","Trade (Retail or Wholesale)",100
"12/30/2019 6:01:16","Expert","Master's degree","Germany","Research",2
"12/30/2019 17:34:20","Expert","Master's degree","Germany","Analytics Consulting Company",15
"12/30/2019 19:09:30","Expert","Master's degree","Germany","Research",5
"12/31/2019 4:16:33","Expert","Master's degree","Germany","Insurance",5
"12/31/2019 4:31:15","Expert","Master's degree","Germany","Information Technologies",2
"01/01/2020 08:29","Expert","Master's degree","Germany","Research",0
"01/01/2020 22:27","Expert","Master's degree","Germany","Research",3
"01/02/2020 06:13","Expert","Master's degree","Germany","Research",3
"12/14/2019 12:41:33","Intermediate","Master's degree","Germany","Information Technologies",2
"12/18/2019 2:31:49","Intermediate","Master's degree","Germany","Information Technologies",5
"12/18/2019 14:14:48","Intermediate","Master's degree","Germany","Health Care and Medicine",4
"12/23/2019 19:55:47","Intermediate","Master's degree","Germany","Financial Services and Activities",0
"12/24/2019 5:01:10","Intermediate","Master's degree","Germany","Government Services (Federal, State, or Local)",3
"12/29/2019 13:37:53","Intermediate","Master's degree","Germany","Financial Services and Activities",3
"12/30/2019 1:13:03","Intermediate","Master's degree","Germany","Research",2
"12/30/2019 11:59:05","Intermediate","Master's degree","Germany","Health Care and Medicine",0
"12/30/2019 18:02:12","Intermediate","Master's degree","Germany","Research",10
"12/30/2019 18:49:03","Intermediate","Master's degree","Germany","Research",5
"12/31/2019 3:36:22","Intermediate","Master's degree","Germany","Financial Services and Activities",2
"12/31/2019 3:58:49","Intermediate","Master's degree","Germany","Research",0
"12/31/2019 4:16:51","Intermediate","Master's degree","Germany","Research",5
"12/31/2019 5:07:16","Intermediate","Master's degree","Germany","Research",3
"12/31/2019 9:52:23","Intermediate","Master's degree","Germany","Information Technologies",1
"12/31/2019 10:17:26","Intermediate","Master's degree","Germany","Development cooperation",0
"01/03/2020 08:42","Intermediate","Master's degree","Germany","Information Technologies",
"01/08/2020 17:41","Intermediate","Master's degree","Germany","Education",2
"01/01/2020 10:04","Expert","Master's degree","Greece","Information Technologies",0
"12/19/2019 4:28:13","Intermediate","Master's degree","Hong Kong","Education",0
"12/18/2019 11:04:17","Intermediate","Master's degree","Hungary","Arts and Entertainment",0
"12/18/2019 11:19:37","Intermediate","Master's degree","Hungary","Professional and Business Services",2
"12/31/2019 2:39:04","Intermediate","Master's degree","Hungary","Information Technologies",5
"12/31/2019 3:06:23","Intermediate","Master's degree","Hungary","Information Technologies",10
"01/04/2020 15:20","Intermediate","Master's degree","Hungary","Information Technologies",2
"01/06/2020 12:27","Intermediate","Master's degree","Hungary","Government Services (Federal, State, or Local)",2
"12/31/2019 5:04:44","Expert","Master's degree","Iceland","Education",2
"12/17/2019 16:16:25","Intermediate","Master's degree","Iceland","Government Services (Federal, State, or Local)",0
"12/18/2019 8:00:30","Beginner","Master's degree","India","Education",1
"12/26/2019 23:38:51","Beginner","Master's degree","India","Research",2
"12/30/2019 21:44:25","Beginner","Master's degree","India","Professional and Business Services",2
"12/31/2019 2:34:06","Beginner","Master's degree","India","Information Technologies",
"01/03/2020 11:41","Beginner","Master's degree","India","Education",0
"12/15/2019 10:38:52","Expert","Master's degree","India","Financial Services and Activities",3
"12/18/2019 22:16:24","Expert","Master's degree","India","Information Technologies",15
"12/30/2019 21:06:09","Expert","Master's degree","India","Financial Services and Activities",1
